,sharp,returns,vol,MNST,LULU,ALGN,INTC,MELI,TXN,AVGO,NFLX,VRSN,ADP,CHTR,PYPL,WDAY,ISRG,NXPI,INCY,REGN,GOOGL,BIIB,BMRN
0,1.3086449547241525,0.3121813393855405,0.23855312188273767,0.06585769107033021,0.0945695039787114,0.08995048832154746,0.0029607746761643175,0.06063389732305229,0.01574670724287844,0.034828949767424414,0.01286842214149274,0.043258099193885825,0.05986217478075631,0.029584539303212434,0.0960268640994769,0.003961962436849781,0.0073373434508135936,0.097155623648813,0.095031813177012,0.07232678138257084,0.0007944936337924978,0.03418244708814496,0.08306142328307053
1,1.2691248593094027,0.2957300124914556,0.2330188478479397,0.03385312268085607,0.012044457811922538,0.1152082608802582,0.10461303066009307,0.042558216726349435,0.03118147304886238,0.031437082923461965,0.06799167209495724,0.05717804372419229,0.010011432560184963,0.007977603313196161,0.01521416508483766,0.0333436166108532,0.014749393492069347,0.10604689438737538,0.020809404050307203,0.09936438838295582,0.03982263937950594,0.0930161797881849,0.06357892239957623
2,1.3379155587315428,0.3034690541252492,0.22682227749332967,0.05124628503683211,0.06029188506562638,0.06949586305476135,0.051816674269268864,0.048676972135809425,0.056370184767879465,0.08182929709224115,0.07454921999359955,0.06694402564775903,0.041515872786668837,0.016888854632339405,0.03598751766909625,0.014163097582718881,0.032681803055210505,0.047731549737440135,0.08173030424477958,0.04008741991772099,0.029878753526736565,0.05491584016593484,0.04319857961757643
3,1.3099463139683274,0.3021580043512295,0.23066441817441938,0.02620213866920244,0.023827429328981756,0.06576454297583052,0.11479003403234492,0.03133565233770308,0.00947817419564667,0.09943011504104299,0.10477778096207017,0.018730728829499693,0.015065832298648734,0.005278472070721024,0.03159445143605406,0.007324497831533051,0.09775631614395897,0.07816985884478837,0.03567286924742987,0.078984527881791,0.05605524245758604,0.08273856381497247,0.01702277160019416
4,1.314631552169892,0.29150868944153274,0.22174174122047893,0.033442421968642076,0.07751115739742608,0.04701724261584437,0.0851271604858457,0.08168395044922765,0.08559156346526248,0.027075906656781185,0.04034570277741939,0.03846541804663515,0.041129652478175016,0.06876421621904091,0.02313414170532568,0.018835193656693474,0.006121033497527797,0.08064024096446182,0.020086683337668217,0.07562077139091937,0.04883061522244928,0.07536210932562229,0.025214818339032007
5,1.3536967871867283,0.30317207486195524,0.22395862776036554,0.05083490166477423,0.10057706059524338,0.06369106948283831,0.05602549094370667,0.06979398234596074,0.040557535353589046,0.04080310474774412,0.056847876861150726,0.018168513306427603,0.042324161903538306,0.07239616401059146,0.02919569292744796,0.018591679603371467,0.08424216158976815,0.07329407841184825,0.03682571148151447,0.053127007170039695,0.013756068618691195,0.05721745951461876,0.021730279467135603
6,1.3689815699298837,0.30810818123309874,0.22506379048541858,0.07839172835215202,0.07277608364194424,0.07460428160944016,0.018566467525594654,0.07478841736573698,0.036284766631099634,0.07571381185458752,0.052616930730574316,0.017966946440402334,0.0457756986159138,0.05280433973021376,0.024138003965777675,0.05971575102767293,0.030280122761181163,0.0013687193102083098,0.07445530436052798,0.07776437229412035,0.03609440009240206,0.05420217774485469,0.04169167594559532
7,1.3030740756038837,0.3040731741423834,0.23335064355529195,0.0034957621009268406,0.05365022666179443,0.07019895546029216,0.07421386500446989,0.07784175649458437,0.0027681601811078665,0.05041571075774785,0.05255660336414668,0.011514304534194244,0.017216772330336864,0.056572785016160206,0.06327147009540747,0.0249838573102322,0.07233585666515385,0.08054984126392893,0.05467254323718796,0.06483625955648467,0.011458130556833236,0.07819749451721958,0.07924964489179058
8,1.3471964128324443,0.283834398809946,0.21068523943972786,0.08870411723303738,0.029962292034651675,0.0030506105019068807,0.03809978774407657,0.03395903326971621,0.07596756500472,0.033953720597998664,0.07184735237758436,0.04341084260614019,0.06992813024374951,0.08697676453745291,0.04746473715517569,0.009701513203149503,0.07144814094338371,0.06175818383650596,0.01757646319478571,0.04412183041516132,0.03575080142098143,0.08512293643355802,0.051195177246264385
9,1.3370268874128843,0.31147512648300796,0.23296100431136807,0.02596913981153383,0.09047150488775733,0.08555859111990986,0.007964885114483128,0.07643923360559612,0.047667691601011516,0.09101226710762626,0.08467759150676708,0.06641073589393452,0.05836338159256167,0.022187820250259137,0.04655050112305272,0.036937893395213785,0.008784455688474833,0.061374158654790074,0.015996658394395173,0.011484541799768122,0.02085447087892205,0.07670864852480963,0.06458582904913314
